"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R5YNYJ23","conferencePaper","2021","Yu, Pengfei; Ji, Heng; Natarajan, Prem","Lifelong Event Detection with Knowledge Transfer","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","","","10.18653/v1/2021.emnlp-main.428","https://aclanthology.org/2021.emnlp-main.428/","Traditional supervised Information Extraction (IE) methods can extract structured knowledge elements from unstructured data, but it is limited to a pre-defined target ontology. In reality, the ontology of interest may change over time, adding emergent new types or more fine-grained subtypes. We propose a new lifelong learning framework to address this challenge. We focus on lifelong event detection as an exemplar case and propose a new problem formulation that is also generalizable to other IE tasks. In event detection and more general IE tasks, rich correlations or semantic relatedness exist among hierarchical knowledge element types. In our proposed framework, knowledge is being transferred between learned old event types and new event types. Specifically, we update old knowledge with new event types' mentions using a self-training loss. In addition, we aggregate old event types' representations based on their similarities with new event types to initialize the new event types' representations. Experimental results show that our framework outperforms competitive baselines with a 5.1% absolute gain in the F1 score. Moreover, our proposed framework can boost the F1 score for over 30% absolute gain on some new long-tail rare event types with few training instances. Our knowledge transfer module improves performance on both learned event types and new event types under the lifelong learning setting, showing that it helps consolidate old knowledge and improve novel knowledge acquisition.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","5278–5290","","","","","","","","","","","Association for Computational Linguistics","Online and Punta Cana, Dominican Republic","","","","","","","","","","","","","","Moens, Marie-Francine; Huang, Xuanjing; Specia, Lucia; Yih, Scott Wen-tau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIVHSIF3","conferencePaper","2021","Iyer, Vivek; Agarwal, Arvind; Kumar, Harshit","VeeAlign: Multifaceted Context Representation Using Dual Attention for Ontology Alignment","Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing","","","10.18653/v1/2021.emnlp-main.842","https://aclanthology.org/2021.emnlp-main.842/","Ontology Alignment is an important research problem applied to various fields such as data integration, data transfer, data preparation, etc. State-of-the-art (SOTA) Ontology Alignment systems typically use naive domain-dependent approaches with handcrafted rules or domain-specific architectures, making them unscalable and inefficient. In this work, we propose VeeAlign, a Deep Learning based model that uses a novel dual-attention mechanism to compute the contextualized representation of a concept which, in turn, is used to discover alignments. By doing this, not only is our approach able to exploit both syntactic and semantic information encoded in ontologies, it is also, by design, flexible and scalable to different domains with minimal effort. We evaluate our model on four different datasets from different domains and languages, and establish its superiority through these results as well as detailed ablation studies. The code and datasets used are available at https://github.com/Remorax/VeeAlign.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","10780–10792","","","","","","","","","","","Association for Computational Linguistics","Online and Punta Cana, Dominican Republic","","","","","","","","","","","","","","Moens, Marie-Francine; Huang, Xuanjing; Specia, Lucia; Yih, Scott Wen-tau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74GY87TU","conferencePaper","2021","Shrivastava, Akshat; Chuang, Pierce; Babu, Arun; Desai, Shrey; Arora, Abhinav; Zotov, Alexander; Aly, Ahmed","Span Pointer Networks for Non-Autoregressive Task-Oriented Semantic Parsing","Findings of the Association for Computational Linguistics: EMNLP 2021","","","10.18653/v1/2021.findings-emnlp.161","https://aclanthology.org/2021.findings-emnlp.161/","An effective recipe for building seq2seq, non-autoregressive, task-oriented parsers to map utterances to semantic frames proceeds in three steps: encoding an utterance x, predicting a frame's length |y|, and decoding a |y|-sized frame with utterance and ontology tokens. Though empirically strong, these models are typically bottlenecked by length prediction, as even small inaccuracies change the syntactic and semantic characteristics of resulting frames. In our work, we propose span pointer networks, non-autoregressive parsers which shift the decoding task from text generation to span prediction; that is, when imputing utterance spans into frame slots, our model produces endpoints (e.g., [i, j]) as opposed to text (e.g., “6pm”). This natural quantization of the output space reduces the variability of gold frames, therefore improving length prediction and, ultimately, exact match. Furthermore, length prediction is now responsible for frame syntax and the decoder is responsible for frame semantics, resulting in a coarse-to-fine model. We evaluate our approach on several task-oriented semantic parsing datasets. Notably, we bridge the quality gap between non-autogressive and autoregressive parsers, achieving 87 EM on TOPv2 (Chen et al. 2020). Furthermore, due to our more consistent gold frames, we show strong improvements in model generalization in both cross-domain and cross-lingual transfer in low-resource settings. Finally, due to our diminished output vocabulary, we observe 70% reduction in latency and 83% reduction in memory at beam size 5 compared to prior non-autoregressive parsers.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","1873–1886","","","","","","","","","","","Association for Computational Linguistics","Punta Cana, Dominican Republic","","","","","","","","","","","","","","Moens, Marie-Francine; Huang, Xuanjing; Specia, Lucia; Yih, Scott Wen-tau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AU3LTM4","conferencePaper","2021","Chen, Zhiyu; Liu, Honglei; Xu, Hu; Moon, Seungwhan; Zhou, Hao; Liu, Bing","NUANCED: Natural Utterance Annotation for Nuanced Conversation with Estimated Distributions","Findings of the Association for Computational Linguistics: EMNLP 2021","","","10.18653/v1/2021.findings-emnlp.337","https://aclanthology.org/2021.findings-emnlp.337/","Existing conversational systems are mostly agent-centric, which assumes the user utterances will closely follow the system ontology. However, in real-world scenarios, it is highly desirable that users can speak freely and naturally. In this work, we attempt to build a user-centric dialogue system for conversational recommendation. As there is no clean mapping for a user's free form utterance to an ontology, we first model the user preferences as estimated distributions over the system ontology and map the user's utterances to such distributions. Learning such a mapping poses new challenges on reasoning over various types of knowledge, ranging from factoid knowledge, commonsense knowledge to the users' own situations. To this end, we build a new dataset named NUANCED that focuses on such realistic settings, with 5.1k dialogues, 26k turns of high-quality user responses. We conduct experiments, showing both the usefulness and challenges of our problem setting. We believe NUANCED can serve as a valuable resource to push existing research from the agent-centric system to the user-centric system. The code and data are publicly available.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","4016–4024","","","","","","","","","","","Association for Computational Linguistics","Punta Cana, Dominican Republic","","","","","","","","","","","","","","Moens, Marie-Francine; Huang, Xuanjing; Specia, Lucia; Yih, Scott Wen-tau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMVKY8KZ","conferencePaper","2021","Svetla, Koeva","Towards Expanding WordNet with Conceptual Frames","Proceedings of the 11th Global Wordnet Conference","","","","https://aclanthology.org/2021.gwc-1.21/","The paper presents the project Semantic Network with a Wide Range of Semantic Relations and its main achievements. The ultimate objective of the project is to expand Princeton WordNet with conceptual frames that define the syntagmatic relations of verb synsets and the semantic classes of nouns felicitous to combine with particular verbs. At this stage of the work: a) over 5,000 WordNet verb synsets have been supplied with manually evaluated FrameNet semantic frames, b) 253 semantic types have been manually mapped to the appropriate WordNet concepts providing detailed ontological representation of the semantic classes of nouns.","2021-01","2025-09-10 13:17:19","2025-09-10 13:17:19","","182–191","","","","","","","","","","","Global Wordnet Association","University of South Africa (UNISA)","","","","","","","","","","","","","","Vossen, Piek; Fellbaum, Christiane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CW4KL22F","conferencePaper","2021","Weber, Sabine; Steedman, Mark","Zero-Shot Cross-Lingual Transfer is a Hard Baseline to Beat in German Fine-Grained Entity Typing","Proceedings of the Second Workshop on Insights from Negative Results in NLP","","","10.18653/v1/2021.insights-1.7","https://aclanthology.org/2021.insights-1.7/","The training of NLP models often requires large amounts of labelled training data, which makes it difficult to expand existing models to new languages. While zero-shot cross-lingual transfer relies on multilingual word embeddings to apply a model trained on one language to another, Yarowski and Ngai (2001) propose the method of annotation projection to generate training data without manual annotation. This method was successfully used for the tasks of named entity recognition and coarse-grained entity typing, but we show that it is outperformed by zero-shot cross-lingual transfer when applied to the similar task of fine-grained entity typing. In our study of fine-grained entity typing with the FIGER type ontology for German, we show that annotation projection amplifies the English model's tendency to underpredict level 2 labels and is beaten by zero-shot cross-lingual transfer on three novel test sets.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","42–48","","","","","","","","","","","Association for Computational Linguistics","Online and Punta Cana, Dominican Republic","","","","","","","","","","","","","","Sedoc, João; Rogers, Anna; Rumshisky, Anna; Tafreshi, Shabnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFJ7VR8E","conferencePaper","2021","Stowe, Kevin; Preciado, Jenette; Conger, Kathryn; Brown, Susan Windisch; Kazeminejad, Ghazaleh; Gung, James; Palmer, Martha","SemLink 2.0: Chasing Lexical Resources","Proceedings of the 14th International Conference on Computational Semantics (IWCS)","","","","https://aclanthology.org/2021.iwcs-1.21/","The SemLink resource provides mappings between a variety of lexical semantic ontologies, each with their strengths and weaknesses. To take advantage of these differences, the ability to move between resources is essential. This work describes advances made to improve the usability of the SemLink resource: the automatic addition of new instances and mappings, manual corrections, sense-based vectors and collocation information, and architecture built to automatically update the resource when versions of the underlying resources change. These updates improve coverage, provide new tools to leverage the capabilities of these resources, and facilitate seamless updates, ensuring the consistency and applicability of these mappings in the future.","2021-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","222–227","","","","","","","","","","","Association for Computational Linguistics","Groningen, The Netherlands (online)","","","","","","","","","","","","","","Zarrieß, Sina; Bos, Johan; van Noord, Rik; Abzianidze, Lasha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GI76HYR","conferencePaper","2021","Schleider, Thomas; Troncy, Raphael","Zero-Shot Information Extraction to Enhance a Knowledge Graph Describing Silk Textiles","Proceedings of the 5th Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature","","","10.18653/v1/2021.latechclfl-1.16","https://aclanthology.org/2021.latechclfl-1.16/","The knowledge of the European silk textile production is a typical case for which the information collected is heterogeneous, spread across many museums and sparse since rarely complete. Knowledge Graphs for this cultural heritage domain, when being developed with appropriate ontologies and vocabularies, enable to integrate and reconcile this diverse information. However, many of these original museum records still have some metadata gaps. In this paper, we present a zero-shot learning approach that leverages the ConceptNet common sense knowledge graph to predict categorical metadata informing about the silk objects production. We compared the performance of our approach with traditional supervised deep learning-based methods that do require training data. We demonstrate promising and competitive performance for similar datasets and circumstances and the ability to predict sometimes more fine-grained information. Our results can be reproduced using the code and datasets published at https://github.com/silknow/ZSL-KG-silk.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","138–146","","","","","","","","","","","Association for Computational Linguistics","Punta Cana, Dominican Republic (online)","","","","","","","","","","","","","","Degaetano-Ortlieb, Stefania; Kazantseva, Anna; Reiter, Nils; Szpakowicz, Stan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK94PSCJ","conferencePaper","2021","Nan, Linyong; Radev, Dragomir; Zhang, Rui; Rau, Amrit; Sivaprasad, Abhinand; Hsieh, Chiachun; Tang, Xiangru; Vyas, Aadit; Verma, Neha; Krishna, Pranav; Liu, Yangxiaokang; Irwanto, Nadia; Pan, Jessica; Rahman, Faiaz; Zaidi, Ahmad; Mutuma, Mutethia; Tarabar, Yasin; Gupta, Ankit; Yu, Tao; Tan, Yi Chern; Lin, Xi Victoria; Xiong, Caiming; Socher, Richard; Rajani, Nazneen Fatema","DART: Open-Domain Structured Data Record to Text Generation","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","","","10.18653/v1/2021.naacl-main.37","https://aclanthology.org/2021.naacl-main.37/","We present DART, an open domain structured DAta Record to Text generation dataset with over 82k instances (DARTs). Data-to-text annotations can be a costly process, especially when dealing with tables which are the major source of structured data and contain nontrivial structures. To this end, we propose a procedure of extracting semantic triples from tables that encodes their structures by exploiting the semantic dependencies among table headers and the table title. Our dataset construction framework effectively merged heterogeneous sources from open domain semantic parsing and spoken dialogue systems by utilizing techniques including tree ontology annotation, question-answer pair to declarative sentence conversion, and predicate unification, all with minimum post-editing. We present systematic evaluation on DART as well as new state-of-the-art results on WebNLG 2017 to show that DART (1) poses new challenges to existing data-to-text datasets and (2) facilitates out-of-domain generalization. Our data and code can be found at https://github.com/Yale-LILY/dart.","2021-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","432–447","","","","","","","","","","","Association for Computational Linguistics","Online","","","","","","","","","","","","","","Toutanova, Kristina; Rumshisky, Anna; Zettlemoyer, Luke; Hakkani-Tur, Dilek; Beltagy, Iz; Bethard, Steven; Cotterell, Ryan; Chakraborty, Tanmoy; Zhou, Yichao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8VVS9PI","conferencePaper","2021","Prabhumoye, Shrimai; Boldt, Brendon; Salakhutdinov, Ruslan; Black, Alan W","Case Study: Deontological Ethics in NLP","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","","","10.18653/v1/2021.naacl-main.297","https://aclanthology.org/2021.naacl-main.297/","Recent work in natural language processing (NLP) has focused on ethical challenges such as understanding and mitigating bias in data and algorithms; identifying objectionable content like hate speech, stereotypes and offensive language; and building frameworks for better system design and data handling practices. However, there has been little discussion about the ethical foundations that underlie these efforts. In this work, we study one ethical theory, namely deontological ethics, from the perspective of NLP. In particular, we focus on the generalization principle and the respect for autonomy through informed consent. We provide four case studies to demonstrate how these principles can be used with NLP systems. We also recommend directions to avoid the ethical issues in these systems.","2021-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","3784–3798","","","","","","","","","","","Association for Computational Linguistics","Online","","","","","","","","","","","","","","Toutanova, Kristina; Rumshisky, Anna; Zettlemoyer, Luke; Hakkani-Tur, Dilek; Beltagy, Iz; Bethard, Steven; Cotterell, Ryan; Chakraborty, Tanmoy; Zhou, Yichao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C98R4JEZ","conferencePaper","2021","Liu, Fangyu; Shareghi, Ehsan; Meng, Zaiqiao; Basaldella, Marco; Collier, Nigel","Self-Alignment Pretraining for Biomedical Entity Representations","Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","","","10.18653/v1/2021.naacl-main.334","https://aclanthology.org/2021.naacl-main.334/","Despite the widespread success of self-supervised learning via masked language models (MLM), accurately capturing fine-grained semantic relationships in the biomedical domain remains a challenge. This is of paramount importance for entity-level tasks such as entity linking where the ability to model entity relations (especially synonymy) is pivotal. To address this challenge, we propose SapBERT, a pretraining scheme that self-aligns the representation space of biomedical entities. We design a scalable metric learning framework that can leverage UMLS, a massive collection of biomedical ontologies with 4M+ concepts. In contrast with previous pipeline-based hybrid systems, SapBERT offers an elegant one-model-for-all solution to the problem of medical entity linking (MEL), achieving a new state-of-the-art (SOTA) on six MEL benchmarking datasets. In the scientific domain, we achieve SOTA even without task-specific supervision. With substantial improvement over various domain-specific pretrained MLMs such as BioBERT, SciBERTand and PubMedBERT, our pretraining scheme proves to be both effective and robust.","2021-06","2025-09-10 13:17:19","2025-09-10 13:17:19","","4228–4238","","","","","","","","","","","Association for Computational Linguistics","Online","","","","","","","","","","","","","","Toutanova, Kristina; Rumshisky, Anna; Zettlemoyer, Luke; Hakkani-Tur, Dilek; Beltagy, Iz; Bethard, Steven; Cotterell, Ryan; Chakraborty, Tanmoy; Zhou, Yichao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZA546CY5","conferencePaper","2021","Pham, Nhi; Pham, Lachlan; Meyers, Adam L.","Legal Terminology Extraction with the Termolator","Proceedings of the Natural Legal Language Processing Workshop 2021","","","10.18653/v1/2021.nllp-1.16","https://aclanthology.org/2021.nllp-1.16/","Domain-specific terminology is ubiquitous in legal documents. Despite potential utility in populating glossaries and ontologies or as arguments in information extraction and document classification tasks, there has been limited work done for legal terminology extraction. This paper describes some work to remedy this omission. In the described research, we make some modifications to the Termolator, a high-performing, open-source terminology extractor which has been tuned to scientific articles. Our changes are designed to improve the Termolator's results when applied to United States Supreme Court decisions. Unaltered and using the recommended settings, the original Termolator provides a list of terminology with a precision of 23% and 25% for the categories of economic activity (development set) and criminal procedures (test set) respectively. These were the most frequently occurring broad issues in Washington University in St. Louis Database corpus, a database of Supreme Court decisions that have been manually classified by topic. Our contribution includes the introduction of several legal domain-specific filtration steps and changes to the web search relevance score; each incrementally improved precision culminating in a combined precision of 63% and 65%. We also evaluated the baseline version of the Termolator on more specific subcategories and on broad issues with fewer cases. Our results show that a narrowed scope as well as smaller document numbers significantly lower the precision. In both cases, the modifications to the Termolator improve precision.","2021-11","2025-09-10 13:17:19","2025-09-10 13:17:19","","155–162","","","","","","","","","","","Association for Computational Linguistics","Punta Cana, Dominican Republic","","","","","","","","","","","","","","Aletras, Nikolaos; Androutsopoulos, Ion; Barrett, Leslie; Goanta, Catalina; Preotiuc-Pietro, Daniel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LRN9AL2","conferencePaper","2021","Aceta, Cristina; Fernández, Izaskun; Soroa, Aitor","Ontology Population Reusing Resources for Dialogue Intent Detection: Generic and Multilingual Approach","Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2021)","","","","https://aclanthology.org/2021.ranlp-1.2/","This work presents a generic semi-automatic strategy to populate the domain ontology of an ontology-driven task-oriented dialogue system, with the aim of performing successful intent detection in the dialogue process, reusing already existing multilingual resources. This semi-automatic approach allows ontology engineers to exploit available resources so as to associate the potential situations in the use case to FrameNet frames and obtain the relevant lexical units associated to them in the target language, following lexical and semantic criteria, without linguistic expert knowledge. This strategy has been validated and evaluated in two use cases, from industrial scenarios, for interaction in Spanish with a guide robot and with a Computerized Maintenance Management System (CMMS). In both cases, this method has allowed the ontology engineer to instantiate the domain ontology with the intent-relevant information with quality data in a simple and low-resource-consuming manner.","2021-09","2025-09-10 13:17:19","2025-09-10 13:17:19","","10–18","","","","","","","","","","","INCOMA Ltd.","Held Online","","","","","","","","","","","","","","Mitkov, Ruslan; Angelova, Galia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PVT87JQ","conferencePaper","2021","Hristov, Anton; Tahchiev, Aleksandar; Papazov, Hristo; Tulechki, Nikola; Primov, Todor; Boytcheva, Svetla","Application of Deep Learning Methods to SNOMED CT Encoding of Clinical Texts: From Data Collection to Extreme Multi-Label Text-Based Classification","Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2021)","","","","https://aclanthology.org/2021.ranlp-1.63/","Concept normalization of clinical texts to standard medical classifications and ontologies is a task with high importance for healthcare and medical research. We attempt to solve this problem through automatic SNOMED CT encoding, where SNOMED CT is one of the most widely used and comprehensive clinical term ontologies. Applying basic Deep Learning models, however, leads to undesirable results due to the unbalanced nature of the data and the extreme number of classes. We propose a classification procedure that features a multiple-step workflow consisting of label clustering, multi-cluster classification, and clusters-to-labels mapping. For multi-cluster classification, BioBERT is fine-tuned over our custom dataset. The clusters-to-labels mapping is carried out by a one-vs-all classifier (SVC) applied to every single cluster. We also present the steps for automatic dataset generation of textual descriptions annotated with SNOMED CT codes based on public data and linked open data. In order to cope with the problem that our dataset is highly unbalanced, some data augmentation methods are applied. The results from the conducted experiments show high accuracy and reliability of our approach for prediction of SNOMED CT codes relevant to a clinical text.","2021-09","2025-09-10 13:17:19","2025-09-10 13:17:19","","557–565","","","","","","","","","","","INCOMA Ltd.","Held Online","","","","","","","","","","","","","","Mitkov, Ruslan; Angelova, Galia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KLBZP44","conferencePaper","2021","Koeva, Svetla","Multilingual Image Corpus: Annotation Protocol","Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2021)","","","","https://aclanthology.org/2021.ranlp-1.80/","In this paper, we present work in progress aimed at the development of a new image dataset with annotated objects. The Multilingual Image Corpus consists of an ontology of visual objects (based on WordNet) and a collection of thematically related images annotated with segmentation masks and object classes. We identified 277 dominant classes and 1,037 parent and attribute classes, and grouped them into 10 thematic domains such as sport, medicine, education, food, security, etc. For the selected classes a large-scale web image search is being conducted in order to compile a substantial collection of high-quality copyright free images. The focus of the paper is the annotation protocol which we established to facilitate the annotation process: the Ontology of visual objects and the conventions for image selection and for object segmentation. The dataset is designed both for image classification and object detection and for semantic segmentation. In addition, the object annotations will be supplied with multilingual descriptions by using freely available wordnets.","2021-09","2025-09-10 13:17:19","2025-09-10 13:17:19","","701–707","","","","","","","","","","","INCOMA Ltd.","Held Online","","","","","","","","","","","","","","Mitkov, Ruslan; Angelova, Galia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9EN2LTH","conferencePaper","2021","Sahnoun, Sihem; Lejeune, Gaël","Multilingual Epidemic Event Extraction : From Simple Classification Methods to Open Information Extraction (OIE) and Ontology","Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2021)","","","","https://aclanthology.org/2021.ranlp-1.138/","There is an incredible amount of information available in the form of textual documents due to the growth of information sources. In order to get the information into an actionable way, it is common to use information extraction and more specifically the event extraction, it became crucial in various domains even in public health. In this paper, we address the problem of the epidemic event extraction in potentially any language, so that we tested different corpuses on an existed multilingual system for tele-epidemiology: the Data Analysis for Information Extraction in any Language(DANIEL) system. We focused on the influence of the number of documents on the performance of the system, on average results show that it is able to achieve a precision and recall around 82%, but when we resorted to the evaluation by event by checking whether it has been really detected or not, the results are not satisfactory according to this paper's evaluation. Our idea is to propose a system that uses an ontology which includes information in different languages and covers specific epidemiological concepts, it is also based on the multilingual open information extraction for the relation extraction step to reduce the expert intervention and to restrict the content for each text. We describe a methodology of five main stages: Pre-processing, relation extraction, named entity recognition (NER), event recognition and the matching between the information extracted and the ontology.","2021-09","2025-09-10 13:17:19","2025-09-10 13:17:19","","1227–1233","","","","","","","","","","","INCOMA Ltd.","Held Online","","","","","","","","","","","","","","Mitkov, Ruslan; Angelova, Galia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BU758KWP","conferencePaper","2021","Velichkov, Boris; Vassileva, Sylvia; Gerginov, Simeon; Kraychev, Boris; Ivanov, Ivaylo; Ivanov, Philip; Koychev, Ivan; Boytcheva, Svetla","Comparative Analysis of Fine-tuned Deep Learning Language Models for ICD-10 Classification Task for Bulgarian Language","Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2021)","","","","https://aclanthology.org/2021.ranlp-1.162/","The task of automatic diagnosis encoding into standard medical classifications and ontologies, is of great importance in medicine - both to support the daily tasks of physicians in the preparation and reporting of clinical documentation, and for automatic processing of clinical reports. In this paper we investigate the application and performance of different deep learning transformers for automatic encoding in ICD-10 of clinical texts in Bulgarian. The comparative analysis attempts to find which approach is more efficient to be used for fine-tuning of pretrained BERT family transformer to deal with a specific domain terminology on a rare language as Bulgarian. On the one side are used SlavicBERT and MultiligualBERT, that are pretrained for common vocabulary in Bulgarian, but lack medical terminology. On the other hand in the analysis are used BioBERT, ClinicalBERT, SapBERT, BlueBERT, that are pretrained for medical terminology in English, but lack training for language models in Bulgarian, and more over for vocabulary in Cyrillic. In our research study all BERT models are fine-tuned with additional medical texts in Bulgarian and then applied to the classification task for encoding medical diagnoses in Bulgarian into ICD-10 codes. Big corpora of diagnosis in Bulgarian annotated with ICD-10 codes is used for the classification task. Such an analysis gives a good idea of which of the models would be suitable for tasks of a similar type and domain. The experiments and evaluation results show that both approaches have comparable accuracy.","2021-09","2025-09-10 13:17:19","2025-09-10 13:17:19","","1448–1454","","","","","","","","","","","INCOMA Ltd.","Held Online","","","","","","","","","","","","","","Mitkov, Ruslan; Angelova, Galia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G82FN9H5","conferencePaper","2021","Balaraman, Vevake; Sheikhalishahi, Seyedmostafa; Magnini, Bernardo","Recent Neural Methods on Dialogue State Tracking for Task-Oriented Dialogue Systems: A Survey","Proceedings of the 22nd Annual Meeting of the Special Interest Group on Discourse and Dialogue","","","10.18653/v1/2021.sigdial-1.25","https://aclanthology.org/2021.sigdial-1.25/","This paper aims at providing a comprehensive overview of recent developments in dialogue state tracking (DST) for task-oriented conversational systems. We introduce the task, the main datasets that have been exploited as well as their evaluation metrics, and we analyze several proposed approaches. We distinguish between static ontology DST models, which predict a fixed set of dialogue states, and dynamic ontology models, which can predict dialogue states even when the ontology changes. We also discuss the model's ability to track either single or multiple domains and to scale to new domains, both in terms of knowledge transfer and zero-shot learning. We cover a period from 2013 to 2020, showing a significant increase of multiple domain methods, most of them utilizing pre-trained language models.","2021-07","2025-09-10 13:17:19","2025-09-10 13:17:19","","239–251","","","","","","","","","","","Association for Computational Linguistics","Singapore and Online","","","","","","","","","","","","","","Li, Haizhou; Levow, Gina-Anne; Yu, Zhou; Gupta, Chitralekha; Sisman, Berrak; Cai, Siqi; Vandyke, David; Dethlefs, Nina; Wu, Yan; Li, Junyi Jessy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEMZVG3Z","conferencePaper","2021","Dayanik, Erenay; Blessing, Andre; Blokker, Nico; Haunss, Sebastian; Kuhn, Jonas; Lapesa, Gabriella; Padó, Sebastian","Using Hierarchical Class Structure to Improve Fine-Grained Claim Classification","Proceedings of the 5th Workshop on Structured Prediction for NLP (SPNLP 2021)","","","10.18653/v1/2021.spnlp-1.6","https://aclanthology.org/2021.spnlp-1.6/","The analysis of public debates crucially requires the classification of political demands according to hierarchical <i>claim ontologies</i> (e.g. for immigration, a supercategory “Controlling Migration” might have subcategories “Asylum limit” or “Border installations”). A major challenge for automatic claim classification is the large number and low frequency of such subclasses. We address it by jointly predicting pairs of matching super- and subcategories. We operationalize this idea by (a) encoding soft constraints in the claim classifier and (b) imposing hard constraints via Integer Linear Programming. Our experiments with different claim classifiers on a German immigration newspaper corpus show consistent performance increases for joint prediction, in particular for infrequent categories and discuss the complementarity of the two approaches.","2021-08","2025-09-10 13:17:19","2025-09-10 13:17:19","","53–60","","","","","","","","","","","Association for Computational Linguistics","Online","","","","","","","","","","","","","","Kozareva, Zornitsa; Ravi, Sujith; Vlachos, Andreas; Agrawal, Priyanka; Martins, André","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
