"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"76JC786S","journalArticle","2019","Bjørner, Dines","Domain Analysis and Description Principles, Techniques, and Modelling Languages","ACM Trans. Softw. Eng. Methodol.","","1049-331X","10.1145/3295738","https://doi.org/10.1145/3295738","We present a method for analysing and describing domains.By a domain we shall understand a rationally describable segment of a human assisted reality, i.e., of the world, its physical parts: natural [“God-given”] and artifactual [“human-made”], and living species: plants and animals including, notably, humans. These are endurants (“still”), as well as perdurants (“alive”). Emphasis is placed on “human-assistedness,” that is, that there is at least one (human-made) artifact and, therefore, that humans are a primary cause for change of endurant states as well as perdurant behaviours.By a method we shall mean a set of principles of analysis and for selecting and applying a number of techniques and tools in the construction of some artifact, say a domain description. We shall present a method for constructing domain descriptions. Among the tools we shall only be concerned with are the analysis and synthesis languages.Domain science and engineering marks a new area of computing science. Just as we are formalising the syntax and semantics of programming languages, so we are formalising the syntax and semantics of human-assisted domains. Just as physicists are studying the natural physical world, endowing it with mathematical models, so we, computing scientists, are studying these domains, endowing them with mathematical models, A difference between the endeavours of physicists and ours lies in the tools: The physics models are based on classical mathematics, differential equations and integrals, and so on; our models are based on mathematical logic, set theory, and algebra [1].Where physicists thus classically use a variety of differential and integral calculi to model the physical world, we shall be using the analysis and description calculi presented in this article to model primarily artifactual domains.","2019-03","2025-09-10 14:12:03","2025-09-10 14:12:03","","","","2","28","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Domain engineering; domain analysis and description calculi; transcendental deduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXT8WJKT","conferencePaper","2025","Zhai, Rundi; Liu, Jianmin; Miao, Yukai; Chen, Li; Li, Dan; Cui, Baojiang; Zhang, Peng; Zhai, Ennan; Ding, Zishuo","ConfSum: Towards Automatic Summarization of Network-scale Operational Intents from Device Configurations","Proceedings of the 2nd Workshop on Formal Methods Aided Network Operation","979-8-4007-2103-8","","10.1145/3750022.3750459","https://doi.org/10.1145/3750022.3750459","When network operators need to understand the high-level intent behind a network's existing device configurations, they must engage in a tedious and error-prone process of manually reverse-engineering the low-level commands. We propose Configuration Intent Summarization (CIS), a new task that aims to automate this process by generating human-readable summaries of the intents embedded across a network's configurations. CIS is challenging due to the diversity of intents, the semantic gap between device-specific configurations and network-wide intents, and the need to reason about interactions between multiple devices' configurations. We present ConfSum, a system that addresses these challenges by leveraging the unique ability of large language models (LLMs) to parse semi-structured configuration files and summarize them in natural language. However, the full CIS task requires reasoning about device interactions and other complexities that are beyond the capabilities of LLMs alone. To enhance the LLM's robustness to these challenges, ConfSum introduces novel techniques for retrieving relevant examples to augment LLM prompts, decomposing the generation process to handle multi-device intents, and integrating with formal validation tools. Our experiments demonstrate that Conf-Sum achieves high intent coverage while generating summaries that match the quality of human experts.","2025","2025-09-10 14:12:03","2025-09-10 14:12:03","","19–24","","","","","","","FMANO '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Coimbra, Portugal","","","","Large Language Models; Network management; Formal Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPRVAWJ6","conferencePaper","2019","Stein, Daniel; Shterionov, Dimitar; Way, Andy","Towards language-agnostic alignment of product titles and descriptions: a neural approach","Companion Proceedings of The 2019 World Wide Web Conference","978-1-4503-6675-5","","10.1145/3308560.3316602","https://doi.org/10.1145/3308560.3316602","The quality of e-Commerce services largely depends on the accessibility of product content as well as its completeness and correctness. Nowadays, many sellers target cross-country and cross-lingual markets via active or passive cross-border trade, fostering the desire for seamless user experiences. While machine translation (MT) is very helpful for crossing language barriers, automatically matching existing items for sale (e.g. the smartphone in front of me) to the same product (all smartphones of the same brand/type/colour/condition) can be challenging, especially because the seller’s description can often be erroneous or incomplete. This task we refer to as item alignment in multilingual e-commerce catalogues. To facilitate this task, we develop a pipeline of tools for item classification based on cross-lingual text similarity, exploiting recurrent neural networks (RNNs) with and without pre-trained word-embeddings. Furthermore, we combine our language agnostic RNN classifiers with an in-domain MT system to further reduce the linguistic and stylistic differences between the investigated data, aiming to boost our performance. The quality of the methods as well as their training speed is compared on an in-domain data set for English–German products.","2019","2025-09-10 14:12:03","2025-09-10 14:12:03","","387–392","","","","","","","WWW '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Francisco, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URJLBWBV","conferencePaper","2021","Cima, Gianluca; Croce, Federico; Lenzerini, Maurizio","Query Definability and Its Approximations in Ontology-based Data Management","Proceedings of the 30th ACM International Conference on Information &amp; Knowledge Management","978-1-4503-8446-9","","10.1145/3459637.3482466","https://doi.org/10.1145/3459637.3482466","Given an input dataset (i.e., a set of tuples), query definability in Ontology-based Data Management (OBDM) amounts to finding a query over the ontology whose certain answers coincide with the tuples in the given dataset. We refer to such a query as a characterization of the dataset with respect to the OBDM system. Our first contribution is to propose approximations of perfect characterizations in terms of recall (complete characterizations) and precision (sound characterizations). A second contribution is to present a thorough complexity analysis of three computational problems, namely verification (check whether a given query is a perfect, or an approximated characterization of a given dataset), existence (check whether a perfect, or a best approximated characterization of a given dataset exists), and computation (compute a perfect, or best approximated characterization of a given dataset).","2021","2025-09-10 14:12:03","2025-09-10 14:12:03","","271–280","","","","","","","CIKM '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Queensland, Australia","","","","semantic technologies; ontology based data management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WT63Q2NB","conferencePaper","2023","Engelberg, Gal; Fumagalli, Mattia; Kuboszek, Adrian; Klein, Dan; Soffer, Pnina; Guizzardi, Giancarlo","An Ontology-Driven Approach for Process-Aware Risk Propagation","Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing","978-1-4503-9517-5","","10.1145/3555776.3577795","https://doi.org/10.1145/3555776.3577795","Risk Propagation (RP) is a central technique that allows the calculation of the cascading effect of risk within a system. At the current state, there is a lack of risk propagation solutions that can be used to assess the impact of risk at different levels of abstraction, accounting for actors, processes, physical-digital objects, and their relations. To fill this gap, in this paper, we propose a process-aware risk propagation approach that builds on two main components: i. an ontology, which supports functionalities typical of Semantic Web technologies (SWT), and ii. an ad hoc method to calculate the propagation of risk within the given system. We implemented our approach in a proof-of-concept tool, which was validated in the cybersecurity domain.","2023","2025-09-10 14:12:03","2025-09-10 14:12:03","","1742–1745","","","","","","","SAC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Tallinn, Estonia","","","","ontology-driven risk propagation; risk analytics; risk propagation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YM2Y2GUI","journalArticle","2025","Zampierin, Luca; Frasincar, Flavius","An Unsupervised Approach Based on Attentional Neural Models for Aspect-Based Sentiment Classification","SIGAPP Appl. Comput. Rev.","","1559-6915","10.1145/3746626.3746627","https://doi.org/10.1145/3746626.3746627","Due to the vast amount of reviews available on the Web, in the past decades, a growing share of work has focused on sentiment analysis. Aspect-based sentiment classification is the subtask that seeks to detect the sentiment expressed by the content creators towards a defined target within a sentence. This paper introduces three novel unsupervised attentional neural network models for aspect-based sentiment classification, and tests them on English restaurant reviews. The first model employs an autoencoder-like structure to learn a sentiment embedding matrix where each row of the matrix represents the embedding for one sentiment. To improve the model, a target-based attention mechanism is included that de-emphasizes irrelevant words. Last, a redundancy and a seed regularization term constrain the sentiment embedding matrix. The second model extends the first by including a Bi-LSTM layer in the attention mechanism to exploit contextual information. The third model further adapts a Left-Center-Right separated neural network with Rotatory attention structure from the supervised realm to an unsupervised setting. Although all three models construct meaningful sentiment embeddings, experimental results indicate that the inclusion of the Bi-LSTM in the attention mechanism leads to a more precise attention mechanism and, thus, better predictions. The best model, i.e., the second, outperforms all investigated unsupervised and weakly supervised algorithms for aspect-based sentiment classification from the literature.","2025-07","2025-09-10 14:12:03","2025-09-10 14:12:03","","5–17","","2","25","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","unsupervised learning; aspect-based sentiment classification; attentional neural model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBVG497B","conferencePaper","2025","Wolfe, Robert; Mitra, Tanushree","The Implications of Open Generative Models in Human-Centered Data Science Work: A Case Study with Fact-Checking Organizations","Proceedings of the 2024 AAAI/ACM Conference on AI, Ethics, and Society","","","","","Calls to use open generative language models in academic research have highlighted the need for reproducibility and transparency in scientific research. However, the impact of generative AI extends well beyond academia, as corporations and public interest organizations have begun integrating these models into their data science pipelines. We expand this lens to include the impact of open models on organizations, focusing specifically on fact-checking organizations, which use AI to observe and analyze large volumes of circulating misinformation, yet must also ensure the reproducibility and impartiality of their work. We wanted to understand where fact-checking organizations use open models in their data science pipelines; what motivates their use of open models or proprietary models; and how their use of open or proprietary models can inform research on the societal impact of generative AI. To answer these questions, we conducted an interview study with N=24 professionals at 20 fact-checking organizations on six continents. Based on these interviews, we offer a five-component conceptual model of where fact-checking organizations employ generative AI to support or automate parts of their data science pipeline, including Data Ingestion, Data Analysis, Data Retrieval, Data Delivery, and Data Sharing. We then provide taxonomies of fact-checking organizations' motivations for using open models and the limitations that prevent them for further adopting open models, finding that they prefer open models for Organizational Autonomy, Data Privacy and Ownership, Application Specificity, and Capability Transparency. However, they nonetheless use proprietary models due to perceived advantages in Performance, Usability, and Safety, as well as Opportunity Costs related to participation in emerging generative AI ecosystems. Finally, we propose a research agenda to address limitations of both open and proprietary models. Our research provides novel perspective on open models in data-driven organizations.","2025","2025-09-10 14:12:03","2025-09-10 14:12:03","","1595–1607","","","","","","","AIES '24","","","","AAAI Press","San Jose, California, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ARTP2ME","conferencePaper","2025","Roper, Bernard; Packer, Heather","PROVPub: A Publication Model to Support Research Evaluation and Acknowledgement","Proceedings of the ProvenanceWeek 2025","979-8-4007-1941-7","","10.1145/3736229.3736262","https://doi.org/10.1145/3736229.3736262","The Research Excellence Framework (REF) is vital for assessing the quality and impact of UK academic research, requiring a transparent provenance trail for research outputs. A major challenge is linking publications to their underlying research activities. This paper introduces PROVPub, a provenance model that automates and documents the publication lifecycle, improving traceability and compliance with REF requirements. PROVPub extends existing frameworks like Git2PROV&nbsp;[5] by integrating metadata from institutional repositories, publisher databases, and Crossref. It captures key stages—submission, peer review, acceptance, and publication—to create a structured, verifiable record. This enhances efficiency, reduces administrative burdens, and strengthens research impact assessment. Through case studies, we demonstrate PROVPub’s role in REF compliance and automated research tracking. Our findings indicate that PROVPub enhances transparency and scalability, benefiting institutions seeking to streamline REF submissions and improve research evaluation.","2025","2025-09-10 14:12:03","2025-09-10 14:12:03","","11–17","","","","","","","PW' 25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Provenance; Impact Assessment; PROV; REF; Research Evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9C47SXS","conferencePaper","2020","Liu, Bang; Guo, Weidong; Niu, Di; Luo, Jinwen; Wang, Chaoyue; Wen, Zhen; Xu, Yu","GIANT: Scalable Creation of a Web-scale Ontology","Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data","978-1-4503-6735-6","","10.1145/3318464.3386145","https://doi.org/10.1145/3318464.3386145","Understanding what online users may pay attention to on the web is key to content recommendation and search services. These services will benefit from a highly structured and web-scale ontology of entities, concepts, events, topics and categories. While existing knowledge bases and taxonomies embody a large volume of entities and categories, we argue that they fail to discover properly grained concepts, events and topics in the language style of online users. Neither is a logically structured ontology maintained among these notions. In this paper, we present GIANT, a mechanism to construct a user-centered, web-scale, structured ontology, containing a large number of natural language phrases conforming to user attentions at various granularities, mined from the vast volume of web documents and search click logs. Various types of edges are also constructed to maintain a hierarchy in the ontology. We present our detailed techniques used in GIANT, and evaluate the proposed models and methods as compared to a variety of baselines, as well as deploy the resulted Attention Ontology in real-world applications, involving over a billion users, to observe its effect on content recommendation. The online performance of the ontology built by GIANT proves that it can significantly improve the click-through rate in news feeds recommendation.","2020","2025-09-10 14:12:03","2025-09-10 14:12:03","","393–409","","","","","","","SIGMOD '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Portland, OR, USA","","","","document understanding; concept mining; event mining; ontology creation; user interest modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWSPWTFK","journalArticle","2024","Ma, Jun-Yu; Gu, Jia-Chen; Ling, Zhen-Hua; Liu, Quan; Liu, Cong; Hu, Guoping","Syntax-Augmented Hierarchical Interactive Encoder for Zero-Shot Cross-Lingual Information Extraction","IEEE/ACM Trans. Audio, Speech and Lang. Proc.","","2329-9290","10.1109/TASLP.2024.3485547","https://doi.org/10.1109/TASLP.2024.3485547","Zero-shot cross-lingual information extraction (IE) aims at constructing an IE model for some low-resource target languages, given annotations exclusively in some rich-resource languages. Recent studies have shown language-universal features can bridge the gap between languages. However, prior work has neither explored the potential of establishing interactions between language-universal features and contextual representations nor incorporated features that can effectively model constituent span attributes and relationships between multiple spans. In this study, a &lt;bold&gt;s&lt;/bold&gt;yntax-augmented &lt;bold&gt;h&lt;/bold&gt;ierarchical &lt;bold&gt;in&lt;/bold&gt;teractive &lt;bold&gt;e&lt;/bold&gt;ncoder (SHINE) is proposed to transfer cross-lingual IE knowledge. The proposed encoder is capable of interactively capturing complementary information between features and contextual information, to derive language-agnostic representations for various cross-lingual IE tasks. Concretely, a multi-level interaction network is designed to hierarchically interact the complementary information to strengthen domain adaptability. Besides, in addition to the well-studied word-level syntax features of part-of-speech and dependency relation, a new span-level syntax feature of constituency structure is introduced to model the constituent span information which is crucial for IE. Experiments across seven languages on three IE tasks and four benchmarks verify the effectiveness and generalization ability of the proposed method.","2024-10","2025-09-10 14:12:03","2025-09-10 14:12:03","","4795–4809","","","32","","","","","","","","","","","","","","","","","Publisher: IEEE Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UILY49EZ","conferencePaper","2023","Zhu, Li; Qi, Xiangtao","Research on The Construction of Ontology-based Music Works Knowledge Base","Proceedings of the 2023 7th International Conference on Cloud and Big Data Computing","979-8-4007-0733-9","","10.1145/3616131.3616143","https://doi.org/10.1145/3616131.3616143","The article formally explores the construction and reasoning of music domain ontology based on ontological methodology, proposes an improved ontology construction method, defines an ontology knowledge representation model, builds up an ontology of music works and its inference rules, achieves ontology-driven knowledge representation, storage, query and reasoning of music works, and makes some quest research for the construction and application of domain ontology.","2023","2025-09-10 14:12:03","2025-09-10 14:12:03","","81–88","","","","","","","ICCBDC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Manchester, United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K85JVYB","conferencePaper","2022","Monteiro, Lucas Henrique de Assis; Rodrigues, Cleyton Mário de Oliveira; Sousa, Aêda Monalliza Cunha de","An Information System for Law Integrating Ontological Bases with a Legal Reasoner Chatbot","Proceedings of the XVIII Brazilian Symposium on Information Systems","978-1-4503-9698-1","","10.1145/3535511.3535555","https://doi.org/10.1145/3535511.3535555","Context: The Semantic Web aims to assign meanings to resources available on the internet so that humans and computers can understand them. It can be used in the most diverse contexts, facilitating the development of systems where expert knowledge is formalized through logical-mathematical resources, mitigating potential inconsistencies, and promoting more human-friendly interaction services. Problem: The existence of semantic anomalies (use of rhetorical language, polysemy and inaccuracies) in the Brazilian Legal Domain enables the use of Semantic Web standards and technologies to mitigate these problems. Solution: This work deals with the development of an Information System that uses resources from the Semantic Web for the formal representation and the realization of legal inferences about Crimes Against Property. SI Theory: The Behavioral Decision Theory was approached, mainly in the incorporation of real patterns of decision making. Method: Bibliographic and documentary research methods were used to list the main concepts related to the Criminal Types investigated. The research is prescriptive and has a quali-quantitative approach. Summary of Results: A prototype system is presented, integrating ontologies of Brazilian Law with a chatbot that enables interaction with users in natural language, as well as performing reasoning tasks based on the knowledge formalized in these ontologies. Contributions and Impact in the IS area: The research will contribute to the automation of decision-making processes involving crimes against property, serving as an aid for professionals or law students and for legal simulations by ordinary people. Furthermore, it will serve as a reference for the development of other information systems with similar objectives in other contexts.","2022","2025-09-10 14:12:03","2025-09-10 14:12:03","","","","","","","","","SBSI '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Curitiba, Brazil","","","","Ontology; Law; Chatbot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FG4RUZPA","conferencePaper","2023","Song, Miao-Hui; Zhang, Lan; Yuan, Mu; Li, Zichong; Song, Qi; Liu, Yijun; Zheng, Guidong","CoTel: Ontology-Neural Co-Enhanced Text Labeling","Proceedings of the ACM Web Conference 2023","978-1-4503-9416-1","","10.1145/3543507.3583533","https://doi.org/10.1145/3543507.3583533","The success of many web services relies on the large-scale domain-specific high-quality labeled dataset. Insufficient public datasets motivate us to reduce the cost of data labeling while maintaining high accuracy in support of intelligent web applications. The rule-based method and the learning-based method are common techniques for labeling. In this work, we study how to utilize the rule-based and learning-based methods for resource-effective text labeling. We propose CoTel, the first ontology-neural co-enhanced framework for text labeling. We propose critical ontology extraction in the rule-based module and ontology-enhanced loss prediction in the learning-based module. CoTel can integrate explicit labeling rules and implicit labeling models and make them help each other to improve resource efficiency in text labeling tasks. We evaluate CoTel on both public datasets and real applications with three different tasks. Compared with the baseline, CoTel can reduce the time cost by 64.75% (a 2.84× speedup) and the number of labeling by 62.07%.","2023","2025-09-10 14:12:03","2025-09-10 14:12:03","","1897–1906","","","","","","","WWW '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Austin, TX, USA","","","","knowledge enhancement; active learning; pseudo labeling; text labeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPQ7XY2E","journalArticle","2021","Swalens, Janwillem; Koster, Joeri De; Meuter, Wolfgang De","Chocola: Composable Concurrency Language","ACM Trans. Program. Lang. Syst.","","0164-0925","10.1145/3427201","https://doi.org/10.1145/3427201","Programmers often combine different concurrency models in a single program, in each part of the program using the model that fits best. Many programming languages, such as Clojure, Scala, and Java, cater to this need by supporting different concurrency models. However, existing programming languages often combine concurrency models in an ad hoc way, and the semantics of the combinations are not always well defined.This article studies the combination of three concurrency models: futures, transactions, and actors. We show that a naive combination of these models invalidates the guarantees they normally provide, thereby breaking the assumptions of programmers. Hence, we present Chocola: a unified language of futures, transactions, and actors that maintains the guarantees of all three models wherever possible, even when they are combined.We describe and formalize the semantics of this language and prove the guarantees it provides. We also provide an implementation as an extension of Clojure and demonstrated that it can improve the performance of three benchmark applications for relatively little effort from the developer.","2021-01","2025-09-10 14:12:03","2025-09-10 14:12:03","","","","4","42","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Futures; actor model; software transactional memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGCJQEWB","conferencePaper","2021","Drissi, Amani; Khemiri, Ahmed; Sassi, Salma; Chbeir, Richard","A New Automatic Ontology Construction Method Based on Machine Learning Techniques: Application on financial corpus","Proceedings of the 13th International Conference on Management of Digital EcoSystems","978-1-4503-8314-1","","10.1145/3444757.3485111","https://doi.org/10.1145/3444757.3485111","Ontology Learning is a process of (semi)automatically creating, maintaining, and transferring various forms of information into an ontology with minimum human intervention to guarantee a better knowledge representation and sharing. In recent years, the research on automating financial data modeling has become a hot topic among researchers because of the exponential increase of the number of financial documents and the heterogeneous of financial data [19, 20]. So, we highlight the emergence of new computational tools and methods to deal with the automatic modeling and exploration of large financial corpus. That's why, we propose here a solution named Norms2Onto which is a semi-automatic ontology construction method based on machine learning algorithms to facilitate the reading and ease updating of financial data and to guarantee their understanding. Experiments have been conducted to measure the effectiveness of our solution compared to a manual classification made by an domain expert. The results show the superiority of our approach.","2021","2025-09-10 14:12:03","2025-09-10 14:12:03","","57–61","","","","","","","MEDES '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Tunisia","","","","Machine Learning; Ontology Construction; Ontology Learning; IFRS Accounting Standards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIXPVDFP","conferencePaper","2018","Prasad, Gollapudi VRJ Sai; Chimalakonda, Sridhar; Choppella, Venkatesh","Towards a Domain-Specific Language for the Renarration of Web Pages","Proceedings of the 11th Innovations in Software Engineering Conference","978-1-4503-6398-3","","10.1145/3172871.3172873","https://doi.org/10.1145/3172871.3172873","We are interested in the problem of enabling transformation of existing, already published web pages. We call this Renarration of web content. In our earlier work, we had already established the role and importance of renarration for improving Web Accessibility. There are nearly a billion websites on the web, making transformation of pages a domain on its own. In this paper, we present the development of a Domain-Specific Language (DSL) for the purpose of web page transformation. We show how the design and implementation of our DSL is driven by our problem domain, its terminology and its unique requirements. We take up an existing online video-course delivery system, which has accessibility challenges, as a specific case to demonstrate our DSL. We end with insights and reflections for future work in both DSL and web page transformations.","2018","2025-09-10 14:12:03","2025-09-10 14:12:03","","","","","","","","","ISEC '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hyderabad, India","","","","Domain Specific Language (DSL); Renarration; Web Page Transformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XM6QE7BX","conferencePaper","2022","Ouchaou, Linda; Nacer, Hassina; Charoy, Francois; Youcef, Samir","Ontology-Based Cognitive Service Discovery &amp; Composition","Proceedings of the 2022 8th International Conference on Computer Technology Applications","978-1-4503-9622-6","","10.1145/3543712.3543739","https://doi.org/10.1145/3543712.3543739","Cloud cognitive computing has received a lot of attention lately especially for tackling real-world problems such as vision, natural language processing, fraud detection, sentiment analysis and speech recognition. This paradigm is based on cloud serverless computing and it provides machine learning based functions to end users. Part of the appeal in adopting this paradigm is its simplicity and the future promises a fast-growing serverless-native ecosystem in which service discovery and composition methods must be provided. However, serverless platforms still lack automated searching methods and the research community’s attention regarding this issue has been limited. In this paper, we propose an ontology-based approach for discovering and composing cognitive functions in serverless platforms in order to automate the searching process and semantically answer users’ requirements. We also carried a set of experiments to verify the correctness and the feasibility of our approach and discuss the influence of cognitive services nature on the outcomes of the discovery and composition approach.","2022","2025-09-10 14:12:03","2025-09-10 14:12:03","","154–162","","","","","","","ICCTA '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Vienna, Austria","","","","Composition; Ontology.; Cognitive services; Discovery; FaaS; Serverless computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U937TRG3","journalArticle","2023","Candela, Gustavo; Pereda, Javier; Sáez, Dolores; Escobar, Pilar; Sánchez, Alexander; Torres, Andrés Villa; Palacios, Albert A.; McDonough, Kelly; Murrieta-Flores, Patricia","An Ontological Approach for Unlocking the Colonial Archive","J. Comput. Cult. Herit.","","1556-4673","10.1145/3594727","https://doi.org/10.1145/3594727","Cultural Heritage institutions have been exploring new ways of making available their catalogues in digital format. Recently, new approaches have emerged as methods to reuse and make available the contents for computational purposes. This work introduces a methodology to transform digital collections into Linked Open Data following best practices. The framework has been applied to Indigenous and Spanish colonial archives based on the collection Relaciones Geográficas of Mexico and Guatemala provided by the LLILAS Benson Latin American Studies and Collections. The results of this work are publicly available. This work aims at encouraging Cultural Heritage institutions to publish and reuse their digital collections using advanced methods and techniques.","2023-11","2025-09-10 14:12:03","2025-09-10 14:12:03","","","","4","16","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","knowledge graph; metadata; Linked Open Data; collections as data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMAV4Q68","journalArticle","2024","Moraitou, Efthymia; Christodoulou, Yannis; Kotis, Konstantinos; Caridakis, George","An Ontology-Based Framework for Supporting Decision-Making in Conservation and Restoration Interventions for Cultural Heritage","J. Comput. Cult. Herit.","","1556-4673","10.1145/3653977","https://doi.org/10.1145/3653977","Decision-making (DM) is the backbone of the Conservation and Restoration (CnR) of Cultural Heritage (CH). The demands of the DM process for information organization and management have raised issues that the CnR community attempts to solve by creating DM-support tools and systems, which, among others, exploit Semantic Web (SW) technologies. Regarding the tools and systems that focus on the DM process of selecting an intervention option (CnR-DM-I), they present benefits, as well as limitations, regarding the (1) completeness of representation of the relevant knowledge in a unified manner, (2) facilitation of recording the CnR-DM-I process per se, in terms of the problem at hand as well as the intervention parameters, requirements, and criteria, and (3) recommendation and further exploration of CnR intervention options in a systematic manner. This work proposes an ontology-based framework as a means to overcome those limitations. The proposed framework (DS-CnRI) sets at its core a formal ontology which provides the necessary entities to represent expert knowledge related to CnR-DM-I. The ontology also includes rules which provide useful inferences to assist the CnR-DM-I process. The proposed framework has been deployed and evaluated in collaboration with conservators. Initial evaluation results show that the framework assists conservators in CnR-DM-I to detect and select the most suitable intervention options, to better understand the limitations of different options, and to document the process of reaching their decision.","2024-05","2025-09-10 14:12:03","2025-09-10 14:12:03","","","","3","17","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","knowledge representation; conservation; cultural heritage; Decision-support services; restoration; semantic Web technologies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9T5KP3Y","conferencePaper","2024","Kitto, Kirsty","Will a Skills Passport ever get me through the lifelong learning border?: Two critical challenges facing personalised user models for lifelong learning","Proceedings of the 32nd ACM Conference on User Modeling, Adaptation and Personalization","979-8-4007-0433-8","","10.1145/3627043.3659564","https://doi.org/10.1145/3627043.3659564","Lifelong personalised learning is often described as the holy grail of the educational data sciences, but work on the topic is sporadic and we are yet to achieve this goal in a meaningful form. In the wake of the skills shortages arising from national responses to COVID-19 this problem has again become a topic of interest. A number of proposals have emerged that some sort of a skills passport would help individuals, educational institutions, and employers to identify training and recruitment needs according to identified skills gaps. And yet, we are a long way from achieving a skills passport that could support lifelong learning despite more than 25 years of work on the topic. This paper draws attention to two of the critical socio-technical challenges facing skills passports, and lifelong learner models in general. This leads to a proposal for how we might move towards a useful skills passport that can cross the “skills sector border”.","2024","2025-09-10 14:12:03","2025-09-10 14:12:03","","132–142","","","","","","","UMAP '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Cagliari, Italy","","","","contextualisation; data portability; lifelong learning; personal user model; skills","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
